Numéro du puits,Nom du puits,Année forage,Région géologique,Lot,Rang,Canton,Paroisse,Localisation,Latitude (NAD83),Latitude (décimal),Longitude (NAD83),Longitude (décimal),No carte,No permis,Profondeur,Profondeur (en m),Elévation sol,Élévation (en m),Élévation table rotation,Élévation de la table de rotation (en m),Dernière activité de puits,Dernière phase de puits,Statut puits,État du puits,Contenu du puits,Type puits,Détenteur,Partenaires,Opérateur,Implanté sur,Entreprise forage,Type foreuse,Log composite,Confidentiel jusqu'au,Municipalité,Région administrative,Localité
B071,"Laduboro Seaway Almega No 1, Champlain",1961,B-Basses-Terres (sols non consolidés),533,3,,Champlain,,"46° 29' 06,1""",46.485028,"72° 21' 31,4""",-72.358722,31I08,164,416 pi/sol,126.8,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Laduboro Oil Ltd.,n.d.,Walter Oes,Rotative,Non,,Champlain,Mauricie,Sainte-Geneviève-de-Batiscan
B072,"Laduboro Seaway Almega No 2, Champlain",1961,B-Basses-Terres (sols non consolidés),518,Picardie,,Champlain,,"46° 28' 07,1""",46.468639,"72° 20' 13,4""",-72.337056,31I08,164,457 pi/sol,139.29,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Laduboro Oil Ltd.,n.d.,Walter Oes,Rotative,Non,,Champlain,Mauricie,Sainte-Geneviève-de-Batiscan
B073,"Laduboro Seaway Almega No 3, Champlain",1961,B-Basses-Terres (sols non consolidés),383,2,,Champlain,,"46° 26' 43,1""",46.445306,"72° 24' 17,4""",-72.404833,31I08,164,457 pi/sol,139.29,64.0 pi/mer,19.51,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Laduboro Oil Ltd.,n.d.,Walter Oes,Rotative,Non,,Champlain,Mauricie,Sainte-Geneviève-de-Batiscan
B074,"Laduboro Seaway Almega No 4, Champlain",1961,B-Basses-Terres (sols non consolidés),383,2,,Champlain,,"46° 26' 31,1""",46.441972,"72° 24' 02,4""",-72.400667,31I08,164,457 pi/sol,139.29,81.0 pi/mer,24.69,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Laduboro Oil Ltd.,n.d.,Walter Oes,Rotative,Non,,Champlain,Mauricie,Gentilly
B075,Calbec No 1,1957,B-Basses-Terres (sols non consolidés),702,,,Sainte-Anne-de-Yamachiche,,"46° 18' 08,1""",46.30225,"72° 48' 56,4""",-72.815667,31I07,n.d.,308 pi/sol,93.88,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Yamachiche,Mauricie,Yamachiche
B076,Calbec No 3,1957,B-Basses-Terres (sols non consolidés),141,Grand Chemin,,Pointe-du-Lac,Comté de Saint-Maurice,"46° 17' 49,2""",46.297,"72° 43' 45,6""",-72.729333,31I07,n.d.,416 pi/sol,126.8,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Trois-Rivières,Mauricie,Pointe-du-Lac
B077,Calbec No 4,1957,B-Basses-Terres (sols non consolidés),P-309,,,Sainte-Anne-de-Yamachiche,,"46° 17' 48,1""",46.296694,"72° 48' 03,4""",-72.800944,31I07,n.d.,340 pi/sol,103.63,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Yamachiche,Mauricie,Yamachiche
B078,Calbec No 5,1957,B-Basses-Terres (sols non consolidés),369,Acadie,,Pointe-du-Lac,,"46° 18' 16,0""",46.304444,"72° 42' 45,7""",-72.712694,31I07,n.d.,303 pi/sol,92.35,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Trois-Rivières,Mauricie,Pointe-du-Lac
B079,Calbec No 6,1957,B-Basses-Terres (sols non consolidés),702,,,Sainte-Anne-de-Yamachiche,,"46° 17' 27,1""",46.290861,"72° 49' 01,4""",-72.817056,31I07,n.d.,299 pi/sol,91.14,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Yamachiche,Mauricie,Yamachiche
B080,Calbec No 7,1957,B-Basses-Terres (sols non consolidés),382,Acadie,,Pointe-du-Lac,,"46° 18' 18,4""",46.305111,"72° 43' 52,7""",-72.731306,31I07,n.d.,307 pi/sol,93.57,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Trois-Rivières,Mauricie,Pointe-du-Lac
B081,Calbec No 8,1957,B-Basses-Terres (sols non consolidés),130,Grand Chemin,,Pointe-du-Lac,Comté de Saint-Maurice,"46° 17' 38,1""",46.293917,"72° 42' 41,8""",-72.711611,31I07,n.d.,293 pi/KB,89.31,30.0 pi/mer,9.14,41.0 pi/mer,12.5,Réentrée,n.d.,Complété\observation,Complété,observation,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Trois-Rivières,Mauricie,Pointe-du-Lac
B081-R1,Calbec No 8,1991,B-Basses-Terres (sols non consolidés),130,Grand Chemin,,Pointe-du-Lac,Comté de Saint-Maurice,"46° 17' 38,1""",46.293917,"72° 42' 41,8""",-72.711611,31I07-0102,1990BR301,86 m/sol,86.0,9.0 m/sol,9.0,12.0 m/sol,12.0,Réentrée,n.d.,Complété\observation,Complété,observation,Puits d'observation,"Intragaz, SEC",n.d.,"Intragaz, SEC",n.d.,Géohydrotek Inc.,Rotative,Oui,,Trois-Rivières,Mauricie,Pointe-du-Lac
B082,Calbec No 9,1957,B-Basses-Terres (sols non consolidés),368,Acadie,,Pointe-du-Lac,,"46° 18' 11,4""",46.303167,"72° 42' 34,1""",-72.709472,31I07,n.d.,160 pi/sol,48.77,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Trois-Rivières,Mauricie,Pointe-du-Lac
B083,Calbec No 10,1957,B-Basses-Terres (sols non consolidés),698,,,Sainte-Anne-de-Yamachiche,,"46° 18' 09,1""",46.302528,"72° 49' 38,4""",-72.827333,31I07,n.d.,245 pi/sol,74.68,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Louiseville Gas & Oil Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Yamachiche,Mauricie,Yamachiche
B084,"New Miller Bald Mountain No 5, Sorel",1963,B-Basses-Terres (sols non consolidés),,,Seigneurie de Sorel,,Comté de Richelieu,"46° 02' 58,1""",46.049472,"73° 06' 47,5""",-73.113194,31I03,n.d.,215 pi/sol,65.53,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,New Miller Copper Mines Ltd.,n.d.,Big Indian Drilling Co.,Rotative,Non,,Fleuve Saint-Laurent,Montérégie,Sorel
B085,"New Miller Bald Mountain No 6, Sorel",1963,B-Basses-Terres (sols non consolidés),242,3,Seigneurie de Sorel,Saint-Pierre-de-Sorel,Comté de Richelieu,"46° 01' 26,1""",46.023917,"73° 04' 40,5""",-73.077917,31I03,161,240 pi/sol,73.15,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,New Miller Copper Mines Ltd.,n.d.,Big Indian Drilling Co.,Rotative,Non,,Sorel-Tracy,Montérégie,Sorel
B086,"New Miller Bald Mountain No 7, Sorel",1963,B-Basses-Terres (sols non consolidés),168,,Seigneurie de Sorel,Sainte-Anne-de-Sorel,Comté de Richelieu,"46° 04' 00,8""",46.066889,"73° 04' 41,3""",-73.078139,31I03,161,200 pi/sol,60.96,n.d.,n.d.,n.d.,n.d.,Suspension,n.d.,Suspendu\indices de gaz,Suspendu,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,New Miller Copper Mines Ltd.,n.d.,Big Indian Drilling Co.,Rotative,Non,,Fleuve Saint-Laurent,Montérégie,Sorel
B087,"New Miller Bald Mountain No 8, Sorel",1963,B-Basses-Terres (sols non consolidés),168,,Seigneurie de Sorel,Sainte-Anne-de-Sorel,Comté de Richelieu,"46° 03' 05,1""",46.051417,"73° 04' 40,5""",-73.077917,31I03,161,210 pi/sol,64.01,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,New Miller Copper Mines Ltd.,n.d.,Big Indian Drilling Co.,Rotative,Non,,Sainte-Anne-de-Sorel,Montérégie,Sorel
B088,"North Shore Seaway No 1, Louiseville",1961,B-Basses-Terres (sols non consolidés),933,,,Saint-Antoine-de-Louiseville,,"46° 13' 38,1""",46.22725,"72° 55' 23,4""",-72.923167,31I02,161,351 pi/sol,106.98,n.d.,n.d.,4.0 pi/mer,1.22,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,North Shore Pipe Lines,n.d.,Samson & Frères Inc.,Rotative,Non,,Louiseville,Mauricie,Louiseville
B089,"North Shore Seaway No 2, Louiseville",1961,B-Basses-Terres (sols non consolidés),201,Petit-Bois,,Saint-Antoine-de-Louiseville,,"46° 14' 11,1""",46.236417,"72° 59' 12,4""",-72.986778,31I02,161,260 pi/sol,79.25,50.0 pi/mer,15.24,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,North Shore Pipe Lines,n.d.,Samson & Frères Inc.,Rotative,Non,,Maskinongé,Mauricie,Maskinongé
B090,Oil Selections No 1,1956,B-Basses-Terres (sols non consolidés),55,Cabane Ronde,,Épiphanie,,"45° 47' 55,1""",45.798639,"73° 32' 51,5""",-73.547639,31H13,26859,132 pi/sol,40.23,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Oil Selections Ltd.,n.d.,Ranch Drilling Ltd,Carottage minier,Non,,L'Épiphanie,Lanaudière,Mascouche
B091,Oil Selections No 3,1956,B-Basses-Terres (sols non consolidés),305,3,,Saint-Paul-L'Ermite,,"45° 46' 35,1""",45.776417,"73° 30' 53,5""",-73.514861,31H13,26855,417 pi/sol,127.1,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Oil Selections Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Repentigny,Lanaudière,Le Gardeur
B092,Oil Selections No 4,1956,B-Basses-Terres (sols non consolidés),226,2,,Saint-Paul-L'Ermite,,"45° 45' 56,1""",45.765583,"73° 29' 54,5""",-73.498472,31H14,26855,473 pi/sol,144.17,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Oil Selections Ltd.,n.d.,Ranch Drilling Ltd,Rotative,Non,,Repentigny,Lanaudière,Le Gardeur
B093,Parent,1926,B-Basses-Terres (sols non consolidés),,,,,,"45° 49' 55,1""",45.831972,"73° 25' 13,5""",-73.420417,31H14,n.d.,400 pi/sol,121.92,n.d.,n.d.,n.d.,n.d.,Forage,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Parent,n.d.,,Câble,Non,,L'Assomption,Lanaudière,L'Assomption
B094,"Prospère, Contrecoeur No 1",1963,B-Basses-Terres (sols non consolidés),267,Première Concession,,Contrecoeur,,"45° 48' 49,1""",45.813639,"73° 17' 51,5""",-73.297639,31H14,191,85 pi/sol,25.91,29.0 pi/mer,8.84,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Verchères
B095,"Prospère, Contrecoeur No 2",1963,B-Basses-Terres (sols non consolidés),231,Première Concession,,Contrecoeur,,"45° 50' 31,1""",45.841972,"73° 15' 20,5""",-73.255694,31H14,191,82 pi/sol,24.99,36.0 pi/mer,10.97,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Contrecoeur
B096,"Prospère, Contrecoeur No 3",1963,B-Basses-Terres (sols non consolidés),178,Première Concession,,Contrecoeur,,"45° 51' 45,1""",45.862528,"73° 13' 41,5""",-73.228194,31H14,191,75 pi/sol,22.86,29.0 pi/mer,8.84,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Contrecoeur
B097,"Prospère, Contrecoeur No 4",1963,B-Basses-Terres (sols non consolidés),162,Première Concession,,Contrecoeur,,"45° 52' 36,1""",45.876694,"73° 13' 12,5""",-73.220139,31H14,191,75 pi/sol,22.86,23.0 pi/mer,7.01,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Contrecoeur
B098,"Prospère, Contrecoeur No 5",1963,B-Basses-Terres (sols non consolidés),242,Première Concession,,Contrecoeur,,"45° 49' 49,1""",45.830306,"73° 15' 58,5""",-73.26625,31H14,191,85 pi/sol,25.91,40.0 pi/mer,12.19,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Contrecoeur
B099,"Prospère, Contrecoeur No 6",1963,B-Basses-Terres (sols non consolidés),235,Première Concession,,Contrecoeur,,"45° 50' 20,1""",45.838917,"73° 15' 43,5""",-73.262083,31H14,191,72 pi/sol,21.95,24.0 pi/mer,7.32,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Contrecoeur
B100,"Prospère, Contrecoeur No 7",1963,B-Basses-Terres (sols non consolidés),565,Île Sainte-Thérèse,,Contrecoeur,,"45° 50' 20,1""",45.838917,"73° 16' 25,5""",-73.27375,31H14,191,95 pi/sol,28.96,17.0 pi/mer,5.18,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Fleuve Saint-Laurent,Montérégie,Contrecoeur
B101,"Prospère, Contrecoeur No 8",1963,B-Basses-Terres (sols non consolidés),278,,,Contrecoeur,,"45° 47' 49,1""",45.796972,"73° 16' 51,5""",-73.280972,31H14,191,87 pi/sol,26.52,62.0 pi/mer,18.9,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Verchères
B102,"Prospère, Contrecoeur No 9",1963,B-Basses-Terres (sols non consolidés),88,Première Concession,,Contrecoeur,,"45° 55' 57,1""",45.932528,"73° 12' 15,5""",-73.204306,31H14,191,161 pi/sol,49.07,50.0 pi/mer,15.24,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Lanoraie
B103,"Prospère, Contrecoeur No 10",1963,B-Basses-Terres (sols non consolidés),114,Première Concession,,Contrecoeur,,"45° 54' 46,1""",45.912806,"73° 12' 15,5""",-73.204306,31H14,191,134 pi/sol,40.84,40.0 pi/mer,12.19,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Saint-Roch-de-Richelieu
B104,"Prospère, Contrecoeur No 11",1963,B-Basses-Terres (sols non consolidés),231,Première Concession,,Contrecoeur,,"45° 50' 35,1""",45.843083,"73° 15' 29,5""",-73.258194,31H14,191,67 pi/sol,20.42,28.0 pi/mer,8.53,28.0 pi/mer,8.53,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Contrecoeur,Montérégie,Contrecoeur
B105,"Prospère, Saint-Ours No 1",1963,B-Basses-Terres (sols non consolidés),87,Premier Rang,,Saint-Ours,,"45° 52' 43,1""",45.878639,"73° 08' 48,5""",-73.146806,31H14,191,75 pi/sol,22.86,52.0 pi/mer,15.85,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Saint-Ours,Montérégie,Saint-Ours
B106,"Prospère, Saint-Ours No 2",1963,B-Basses-Terres (sols non consolidés),40,Premier Rang,,Saint-Ours,,"45° 54' 35,1""",45.90975,"73° 08' 46,5""",-73.14625,31H14,191,85 pi/sol,25.91,32.0 pi/mer,9.75,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Saint-Ours,Montérégie,Saint-Roch-de-Richelieu
B107,"Prospère, Saint-Roch No 1",1963,B-Basses-Terres (sols non consolidés),110,Concession Ruisseau Laprade,,Saint-Roch,Comté de Richelieu,"45° 54' 12,1""",45.903361,"73° 10' 25,5""",-73.17375,31H14,191,96 pi/sol,29.26,28.0 pi/mer,8.53,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Saint-Roch-de-Richelieu,Montérégie,Saint-Roch-de-Richelieu
B108,"Prospère, Saint-Sulpice No 1",1963,B-Basses-Terres (sols non consolidés),212,,,Saint-Sulpice,Sur une petite île au Nord-Ouest de l'Île Bouchard,"45° 48' 20,1""",45.805583,"73° 21' 33,5""",-73.359306,31H14,191,74 pi/sol,22.56,18.0 pi/mer,5.49,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Saint-Sulpice,Lanaudière,Verchères
B109,"Prospère, Varennes No 1",1963,B-Basses-Terres (sols non consolidés),92,Concession de la Grande Rivière,,Varennes,,"45° 39' 57,1""",45.665861,"73° 26' 12,5""",-73.436806,31H11,192,25 pi/sol,7.62,27.0 pi/mer,8.23,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B110,"Prospère, Varennes No 1a",1963,B-Basses-Terres (sols non consolidés),92,Première Concession de la Grande Côte,,Varennes,,"45° 39' 57,1""",45.665861,"73° 26' 12,5""",-73.436806,31H11,192,28 pi/sol,8.53,27.0 pi/mer,8.23,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B111,"Prospère, Varennes No 2",1963,B-Basses-Terres (sols non consolidés),23,Concession de la Grande Côte,,Varennes,,"45° 43' 35,1""",45.726417,"73° 24' 50,5""",-73.414028,31H11,192,99 pi/sol,30.18,59.0 pi/mer,17.98,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Repentigny
B112,"Prospère, Varennes No 3",1963,B-Basses-Terres (sols non consolidés),71,Concession de la Grande Côte,,Varennes,,"45° 41' 31,1""",45.691972,"73° 26' 13,5""",-73.437083,31H11,192,53 pi/sol,16.15,27.0 pi/mer,8.23,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B113,"Prospère, Varennes No 4",1963,B-Basses-Terres (sols non consolidés),11,Concession de la Grande Côte,,Varennes,,"45° 44' 07,1""",45.735306,"73° 24' 14,5""",-73.404028,31H11,192,114 pi/sol,34.75,55.0 pi/mer,16.76,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Repentigny
B114,"Prospère, Varennes No 5",1963,B-Basses-Terres (sols non consolidés),84,Première Concession de la Grande Côte,,Varennes,,"45° 40' 30,1""",45.675028,"73° 26' 15,5""",-73.437639,31H11,192,65 pi/sol,19.81,27.0 pi/mer,8.23,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B115,"Prospère, Varennes No 6",1963,B-Basses-Terres (sols non consolidés),121,Deuxième Concession,,Varennes,Comté de Verchères,"45° 40' 24,1""",45.673361,"73° 24' 18,5""",-73.405139,31H11,192,77 pi/sol,23.47,55.0 pi/mer,16.76,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B116,"Prospère, Varennes No 7",1963,B-Basses-Terres (sols non consolidés),296,Troisième Concession,,Varennes,,"45° 39' 34,1""",45.659472,"73° 24' 10,5""",-73.402917,31H11,192,58 pi/sol,17.68,55.0 pi/mer,16.76,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B117,"Prospère, Varennes No 8",1963,B-Basses-Terres (sols non consolidés),96,Première Concession,,Varennes,,"45° 39' 32,1""",45.658917,"73° 26' 15,5""",-73.437639,31H11,192,15 pi/sol,4.57,30.0 pi/mer,9.14,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B118,"Prospère, Varennes No 9",1963,B-Basses-Terres (sols non consolidés),319,Quatrième Concession,,Varennes,,"45° 40' 35,1""",45.676417,"73° 22' 37,5""",-73.377083,31H11,192,70 pi/sol,21.34,62.0 pi/mer,18.9,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B119,"Prospère, Varennes No 10",1963,B-Basses-Terres (sols non consolidés),311,Quatrième Concession,,Varennes,,"45° 39' 52,1""",45.664472,"73° 22' 50,5""",-73.380694,31H11,192,34 pi/sol,10.36,63.0 pi/mer,19.2,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B120,"Prospère, Varennes No 11",1963,B-Basses-Terres (sols non consolidés),313,Quatrième Concession,,Varennes,,"45° 40' 00,1""",45.666694,"73° 22' 34,5""",-73.37625,31H11,192,36 pi/sol,10.97,63.0 pi/mer,19.2,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B121,"Prospère, Varennes No 12",1963,B-Basses-Terres (sols non consolidés),307,Quatrième Concession,,Varennes,,"45° 39' 31,1""",45.658639,"73° 22' 56,5""",-73.382361,31H11,192,46 pi/sol,14.02,63.0 pi/mer,19.2,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz,Abandonné,indices de gaz,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Varennes
B122,"Prospère, Varennes No 13",1963,B-Basses-Terres (sols non consolidés),265,Troisième Concession,,Varennes,,"45° 38' 23,1""",45.63975,"73° 24' 49,5""",-73.41375,31H11,192,35 pi/sol,10.67,56.0 pi/mer,17.07,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Les Huiles Prospères Inc.,n.d.,Central Exploration Ltd.,Câble,Non,,Varennes,Montérégie,Boucherville
